3    -2.00   1634.15065  
3    -1.99   1633.35171  
3    -1.98   1632.55277  
3    -1.97   1631.75383  
3    -1.96   1630.95489  
3    -1.95   1630.15595  
3    -1.94   1629.35701  
3    -1.93   1628.55807  
3    -1.92   1627.75913  
3    -1.91   1626.96019  
3    -1.90   1626.16125  
3    -1.89   1625.36231  
3    -1.88   1624.56337  
3    -1.87   1623.76443  
3    -1.86   1622.96549  
3    -1.85   1622.16656  
3    -1.84   1621.36762  
3    -1.83   1620.56868  
3    -1.82   1619.76974  
3    -1.81   1618.97080  
3    -1.80   1618.17186  
3    -1.79   1617.37292  
3    -1.78   1616.57398  
3    -1.77   1615.77504  
3    -1.76   1614.97610  
3    -1.75   1614.17717  
3    -1.74   1613.37823  
3    -1.73   1612.57929  
3    -1.72   1611.78035  
3    -1.71   1610.98141  
3    -1.70   1610.18247  
3    -1.69   1609.38353  
3    -1.68   1608.58459  
3    -1.67   1607.78566  
3    -1.66   1606.98672  
3    -1.65   1606.18778  
3    -1.64   1605.38884  
3    -1.63   1604.58990  
3    -1.62   1603.79096  
3    -1.61   1602.99203  
3    -1.60   1602.19309  
3    -1.59   1601.39415  
3    -1.58   1600.59521  
3    -1.57   1599.79627  
3    -1.56   1598.99733  
3    -1.55   1598.19840  
3    -1.54   1597.39946  
3    -1.53   1596.60052  
3    -1.52   1595.80158  
3    -1.51   1595.00264  
3    -1.50   1594.20371  
3    -1.49   1593.40477  
3    -1.48   1592.60583  
3    -1.47   1591.80689  
3    -1.46   1591.00795  
3    -1.45   1590.20902  
3    -1.44   1589.41008  
3    -1.43   1588.61114  
3    -1.42   1587.81220  
3    -1.41   1587.01327  
3    -1.40   1586.21433  
3    -1.39   1585.41539  
3    -1.38   1584.61645  
3    -1.37   1583.81752  
3    -1.36   1583.01858  
3    -1.35   1582.21964  
3    -1.34   1581.42070  
3    -1.33   1580.62177  
3    -1.32   1579.82283  
3    -1.31   1579.02389  
3    -1.30   1578.22495  
3    -1.29   1577.42602  
3    -1.28   1576.62708  
3    -1.27   1575.82814  
3    -1.26   1575.02920  
3    -1.25   1574.23027  
3    -1.24   1573.43133  
3    -1.23   1572.63239  
3    -1.22   1571.83346  
3    -1.21   1571.03452  
3    -1.20   1570.23558  
3    -1.19   1569.43664  
3    -1.18   1568.63771  
3    -1.17   1567.83877  
3    -1.16   1567.03983  
3    -1.15   1566.24090  
3    -1.14   1565.44196  
3    -1.13   1564.64302  
3    -1.12   1563.84409  
3    -1.11   1563.04515  
3    -1.10   1562.24621  
3    -1.09   1561.44728  
3    -1.08   1560.64834  
3    -1.07   1559.84940  
3    -1.06   1559.05047  
3    -1.05   1558.25153  
3    -1.04   1557.45259  
3    -1.03   1556.65366  
3    -1.02   1555.85472  
3    -1.01   1555.05578  
3    -1.00   1554.25685  
3    -0.99   1553.45791  
3    -0.98   1552.65897  
3    -0.97   1551.86004  
3    -0.96   1551.06110  
3    -0.95   1550.26217  
3    -0.94   1549.46323  
3    -0.93   1548.66429  
3    -0.92   1547.86536  
3    -0.91   1547.06642  
3    -0.90   1546.26749  
3    -0.89   1545.46855  
3    -0.88   1544.66961  
3    -0.87   1543.87068  
3    -0.86   1543.07174  
3    -0.85   1542.27281  
3    -0.84   1541.47387  
3    -0.83   1540.67493  
3    -0.82   1539.87600  
3    -0.81   1539.07706  
3    -0.80   1538.27813  
3    -0.79   1537.47919  
3    -0.78   1536.68026  
3    -0.77   1535.88132  
3    -0.76   1535.08238  
3    -0.75   1534.28345  
3    -0.74   1533.48451  
3    -0.73   1532.68558  
3    -0.72   1531.88664  
3    -0.71   1531.08771  
3    -0.70   1530.28877  
3    -0.69   1529.48984  
3    -0.68   1528.69090  
3    -0.67   1527.89197  
3    -0.66   1527.09303  
3    -0.65   1526.29409  
3    -0.64   1525.49516  
3    -0.63   1524.69622  
3    -0.62   1523.89729  
3    -0.61   1523.09835  
3    -0.60   1522.29942  
3    -0.59   1521.50048  
3    -0.58   1520.70155  
3    -0.57   1519.90261  
3    -0.56   1519.10368  
3    -0.55   1518.30474  
3    -0.54   1517.50581  
3    -0.53   1516.70687  
3    -0.52   1515.90794  
3    -0.51   1515.10900  
3    -0.50   1514.31007  
3    -0.49   1513.51113  
3    -0.48   1512.71220  
3    -0.47   1511.91327  
3    -0.46   1511.11433  
3    -0.45   1510.31540  
3    -0.44   1509.51646  
3    -0.43   1508.71753  
3    -0.42   1507.91859  
3    -0.41   1507.11966  
3    -0.40   1506.32072  
3    -0.39   1505.52179  
3    -0.38   1504.72285  
3    -0.37   1503.92392  
3    -0.36   1503.12499  
3    -0.35   1502.32605  
3    -0.34   1501.52712  
3    -0.33   1500.72818  
3    -0.32   1499.92925  
3    -0.31   1499.13032  
3    -0.30   1498.33138  
3    -0.29   1497.53245  
3    -0.28   1496.73351  
3    -0.27   1495.93458  
3    -0.26   1495.13564  
3    -0.25   1494.33671  
3    -0.24   1493.53778  
3    -0.23   1492.73884  
3    -0.22   1491.93991  
3    -0.21   1491.14098  
3    -0.20   1490.34204  
3    -0.19   1489.54311  
3    -0.18   1488.74417  
3    -0.17   1487.94524  
3    -0.16   1487.14631  
3    -0.15   1486.34737  
3    -0.14   1485.54844  
3    -0.13   1484.74951  
3    -0.12   1483.95057  
3    -0.11   1483.15164  
3    -0.10   1482.35271  
3    -0.09   1481.55377  
3    -0.08   1480.75484  
3    -0.07   1479.95591  
3    -0.06   1479.15697  
3    -0.05   1478.35804  
3    -0.04   1477.55911  
3    -0.03   1476.76017  
3    -0.02   1475.96124  
3    -0.01   1475.16231  
3    0.00   1474.36337  
3    0.01   1473.56444  
3    0.02   1472.76551  
3    0.03   1471.96657  
3    0.04   1471.16764  
3    0.05   1470.36871  
3    0.06   1469.56977  
3    0.07   1468.77084  
3    0.08   1467.97191  
3    0.09   1467.17298  
3    0.10   1466.37404  
3    0.11   1465.57511  
3    0.12   1464.77618  
3    0.13   1463.97724  
3    0.14   1463.17831  
3    0.15   1462.37938  
3    0.16   1461.58045  
3    0.17   1460.78151  
3    0.18   1459.98258  
3    0.19   1459.18365  
3    0.20   1458.38472  
3    0.21   1457.58578  
3    0.22   1456.78685  
3    0.23   1455.98792  
3    0.24   1455.18899  
3    0.25   1454.39005  
3    0.26   1453.59112  
3    0.27   1452.79219  
3    0.28   1451.99326  
3    0.29   1451.19432  
3    0.30   1450.39539  
3    0.31   1449.59646  
3    0.32   1448.79753  
3    0.33   1447.99860  
3    0.34   1447.19966  
3    0.35   1446.40073  
3    0.36   1445.60180  
3    0.37   1444.80287  
3    0.38   1444.00394  
3    0.39   1443.20500  
3    0.40   1442.40607  
3    0.41   1441.60714  
3    0.42   1440.80821  
3    0.43   1440.00928  
3    0.44   1439.21035  
3    0.45   1438.41141  
3    0.46   1437.61248  
3    0.47   1436.81355  
3    0.48   1436.01462  
3    0.49   1435.21569  
3    0.50   1434.41676  
3    0.51   1433.61782  
3    0.52   1432.81889  
3    0.53   1432.01996  
3    0.54   1431.22103  
3    0.55   1430.42210  
3    0.56   1429.62317  
3    0.57   1428.82424  
3    0.58   1428.02530  
3    0.59   1427.22637  
3    0.60   1426.42744  
3    0.61   1425.62851  
3    0.62   1424.82958  
3    0.63   1424.03065  
3    0.64   1423.23172  
3    0.65   1422.43279  
3    0.66   1421.63386  
3    0.67   1420.83492  
3    0.68   1420.03599  
3    0.69   1419.23706  
3    0.70   1418.43813  
3    0.71   1417.63920  
3    0.72   1416.84027  
3    0.73   1416.04134  
3    0.74   1415.24241  
3    0.75   1414.44348  
3    0.76   1413.64455  
3    0.77   1412.84562  
3    0.78   1412.04669  
3    0.79   1411.24776  
3    0.80   1410.44882  
3    0.81   1409.64989  
3    0.82   1408.85096  
3    0.83   1408.05203  
3    0.84   1407.25310  
3    0.85   1406.45417  
3    0.86   1405.65524  
3    0.87   1404.85631  
